ردیف,پرسش,پاسخ
1,مبنای پرداخت خسارت ها چگونه است؟.,بر اساس تعرفه پزشکی وزارت بهداشت می باشد.
2,دوره انتظار بیمه نامه به چه مفهومی است؟و چه مواردی دوره انتظار دارند؟,"به مدت زمانی گفته می‌شود که پس از گذشت آن بیمه‌گذار می‌تواند از پوشش‌های بیمه‌نامه خود استفاده نماید:                                                                       1) گروهی  : مطابق با قرارداد
2) انفرادی : زایمان 9 ماه 
نازایی 9 ماه
لیزیک 3 ماه
سمعک 3 ماه
بیماری های مزمن 3 ماه
عمل جراحی قوز قرنیه 3 ماه"
3,کسر فرانشیز در بیمه تکمیلی به چه صورت است ؟از سقف تعهدات کسر می شود ؟یا از مبلغ تایید شده؟,فرانشیز پس از محاسبه و آنالیز پرونده از مبلغ تایید شده بدون در نظر گرفتن سقف تعهد کسر می گردد.                                                                           بعنوان مثال: اگر هزینه زایمان فردی 15 میلیون شده باشد و سقف تعهد وی 10میلیون و فرانشیز 10% در نظر گرفته شود،آنالیز از مبلغ پرداختی بیمه گزار یعنی 15میلیون محاسبه می گردد و اگر مبلغ تایید شده 13 میلیون باشد ،فرانشیز 10%(یعنی یک میلیون و سیصد هزار تومان)کسر می شود اما چون سقف تعهد 10 میلیون است ،سقف تعهد به ایشان پرداخت می شود،اما اگر طبق محاسبات مبلغ تایید شده 10 میلیون باشد فرانشیز 10% (یعنی 1 میلیون تومان)کسر و مبلغ 9 تومان واریز می شود.
4,حوادث مانند تصادفات یا حوادث برای ورزشکاران در بیمه درمان خانواده یا گروهی قابل پرداخت میباشد؟,حادثه تحت پوشش بیمه درمان تکمیلی قرار نمیگیرد.
5,آیا در طرح های انفرادی و خانواده پوشش غربالگری وجود دارد؟,بله-در طرح های سپیدار-سرو-افرا(انفرادی و خانواده) پوشش غربالگری اضافه شده است.
6,آیا دارو ها وآزمایشات مربوط به نازایی دوره انتظار دارند؟,خیر
7,نازایی آقایان در بیمه درمان خانواده قابل پرداخت می باشد یا خیر؟,بله-در صورت تایید پزشک پرداخت می شود. 
8,اسکن قرنیه چشم (آنژیوگرافی چشم ) تحت تعهد هست؟,در صورت تایید پزشک بله از سقف پاراکلینیکی گروه اول پرداخت می شود.
9,آندوسکوپی و کلونوسکوپی که بیهوشی داشته و بیمه شده برای مدتی بستری گردد دوره انتظار دارد؟,هر موردی که بیهوشی و بستری داشته باشد حتی به مدت کوتاه دوره انتظار دارد
10,برای هزینه دندان پزشکی کودکان تا چندسال نیاز به عکس رادیولوژی نمی باشد؟,برای کودکانی که تا سن 6-7 سال هستند نیاز نیست.
11,آیا مشاوره و موارد کاردرمانی و گفتار درمانی تحت پوشش بیمه تکمیلی می باشد؟,در طرح های انفرادی و sme خیر اما در گروهی ها بسته به قرارداد ممکن است تحت پوشش باشد.
12,تست PCR قابل پرداخت است؟آیا مراکزی که معرفینامه آنلاین دارند برای این تست بصورت آنلاین انجام می دهند؟,بله- پزشک عمومی و همچنین پزشک متخصص نسخه بنویسند تحت پوشش می باشد -در خصوص معرفینامه آنلاین باید از آن مرکز استعلام بگیرند در صورت عدم صدور معرفینامه آنلاین بیمه گزار هزینه کنند سپس جهت جبران خسارت مدارک را تحویل دهند.
13,پت اسکن چیست ؟ و آیا پرداخت می شود؟ ,یک روش آزمایش تصویری است و از سقف پاراکلینیکی یک پرداخت می شود.
14,اکوی قلب جنین تحت چه پوششی می باشد؟,بله -از سقف تشخیص ناهنجاری
15,آزمایش ژنتیک از چه سقفی پرداخت می شود؟,بله-از سقف غربالگری 
16,موارد تحت پوشش پاراکلینیکی گروه دوم چیست؟,جبران هزینه های مربوط به تست ورزش، تست آلرژی، تست تنفسی (اسپیرومتری – PFT)، نوار عضله EMG، نوار عصبNCV ، نوار مغز EEG، نوار مثانه (سیستومتری یا سیستوگرام)، شنوایی سنجی، بینایی سنجی، هولتر مانیتورینگ قلب
17,موارد تحت پوشش پاراکلینیکی گروه اول چیست؟,جبران هزینه های سونوگرافی، ماموگرافی، انواع اسکن، انواع آندوسکوپی، ام آر آی، اکوکاردیوگرافی، استرس اکو، دانسیتومتری
18,پوشش خدمات آزمایشگاه شامل چه مواردی می شود؟, فیزیوتراپی -آزمایشات
19,رادیولوژی از چه سقفی پرداخت میشود؟,بستگی به نوع قرارداد شخص ممکن از سقف آزمایشگاهی یا پاراکلینیکی 1پرداخت شود.
20,رادیوگرافی از چه سقفی پرداخت می شود؟,از سقف خدمات آزمایشگاهی
21,کولونوسکوپی از چه سقفی پرداخت می شود؟و در صورت داشتن نمونه برداری و پولیپ از چه سقفی ؟,"کولونوسکوپی از سقف پاراکلینیکی گروه دوم پرداخت می گردد
 و اگر همراه با نمونه برداری و پولیپ باشد از سقف جراجی های مجاز سرپایی پرداخت  می شود."
22,در بیمه تکمیلی انفرادی و خانواده نورو فیدبک و بیو فیدبک پرداخت می شود؟,خیر پرداخت نمی شود.
23,در مواردی که استثنا هست مثل اسلیو معده هزینه های آزمایش و عکس برداری مربوط به این استثنا پرداخت میشود؟,بله هزینه بستری و عمل پرداخت نمی شود.
24,در چه شرایطی عکس opg دندان نیاز است؟," ترمیم از 4 واحد بیشتر
 روکش  دندان  دو واحد به بالا"
25,در دندان پزشکی روکش دندان تحت پوشش است؟کامپوزیت ونیر چطور؟,انواع روکش ها که جنبه ی درمانی دارند تحت پوشش است-کامپوزیت ونیر چون زیبایی حساب می شود تحت پوشش نیست.
26,عکس OPGدندان از چه سقفی کسر میشود؟,اگر در مطب دندانپزشک گرفته شود از سقف دندانپزشکی کسر میشود و اگر در مرکز رادیولوژی گرفته شود از سقف پاراکلینکی گروه اول پرداخت میگردد.
27,آیا هزینه همراه بیمار قابل پرداخت است؟,هزینه همراه بیمار زیر 10 سال و بالای 70 سال پرداخت میگردد.
28,عمل رباط صلیبی از چه سقفی پرداخت میشود؟,از سقف بیمارستانی پرداخت میگردد.
29,جهت خسارت جرم گیری دندان حتما باید دو فک (بالاو پایین)انجام شود که خسارت به شخص تعلق بگیرد؟,خیر-فرقی ندارد که هر دو فک یا فقط فک بالا یا پایین جرم گیری شود فقط پزشک قید کند که کدام فک جرمگیری شده است.
30,نورولوژی مغز هم پرداخت می شود؟,بله بابررسی مستندات توسط کمیسیون پزشکی و بررسی مدارک.
31,عکس رنگی رحم از چه سقفی پرداخت می شود؟ ,عکس رنگی  معمولا برای قبل از بارداری انجام میشود  و از سقف پاراکلینیکی 1پرداخت میشود.
32,عکس cbct (شبیه opg) دندان پرداخت میشود؟,بله
33,آیا هزینه ی اتاق خصوصی پرداخت میشود؟,خیر
34,در دندانپزشکی درصورتی که ضرورت به بیهوشی باشد  هزینه دندانپزشکی و بیهوشی قابلیت پرداخت دارد؟,دندانپزشکی که منجر به بیهوشی شود فقط برای کودکان و افراد کم توان ذهنی از سقف دندانپزشکی کسر میگردد و دوره انتظار ندارد.
35,عکس قبل و بعد از دندان برای کشیدن دندان عقل لازم است؟,بله، عکس قبل و بعد برای کشیدن دندان عقل الزامی میباشد در غیر این صورت کشیدن معمولی دندان حساب می شود.
36, در همه موارد دندانپزشکی عکس قبل و بعد لازم است؟,خیر، در صورت کشیدن و یا پر کردن ساده و سطحی تا 2 واحد نیازی به عکس نیست همینطور برای جرم گیری 
37,سونوگرافی در مطب تحت پوشش است؟,سونوگرافی اگر در مطب فوق تخصص زنان انجام شود پرداخت نمیشود اما  اگر در مطب فولوشیپ انجام شود پرداخت میشود.
38,دندانپزشکی در دوران بارداری پرداخت می شود؟,فقط در مواقع اورژانسی مثل کشیدن و جراحی فورس-عصب کشی فورس پرداختی دارد.
39,آیا هزینه تست خواب (پلی سومنوگرافی)در بیمه درمان تکمیلی پرداخت می شود؟,خیر این مورد تحت پوشش نیست.
40,آیا واکسن تحت پوشش قرار می گیرد؟,خیر هیچ گونه واکسنی تحت پوشش نمی باشد.
41, آيا هزينه هاي مربوط به آزمايشات و سونوگرافي هاي دوران بارداري در بيمه نامه درمان انفرادي پرداخت مي شود؟,بله و در طرح های جدید بیمه نامه انفرادی به جز طرح عقیق غربالگری نیز تحت پوشش هست . در بیمه نامه های گروهی بستگی به قرارداد دارد .
42,پرداخت داروهای ترکیبی،گیاهی و مکمل ها در بیمه درمان به چه صورت است؟,در بیمه درمان داروهای ترکیبی که بجهت مشکلات پوست و مو تجویز میشوند ،  ویتامین ها و مکمل ها قابل پرداخت نیستند ،داروهای ترکیبی که برای موارد غیره تجویزمی شوند باید مورد ارزیابی واحد خسارت قرار گیرند.    *نکته*     بصورت کلی در قراردادهای انفرادی که سختگیری واحد سخارت بیشتر است ،داروهای خارجی که تحت پوشش هستند معادل نمونه ی ایرانی پرداخت می شود،اما در قراردادهای گروهی داروهای خارجی پس از بررسی توسط درمانت قابل پرداخت است.  داروهای گیاهی نیز می بایست مورد بررسی واحد خسارت قرار گیرند که مشخص شود قابل پرداخت هست یا خیر ،مثلا برای بیماری های مربوط به کبد فقط داروی گیاهی تجویز می شود که قابل پرداخت می باشد.
43, آيا دستگاه تست قند خون،سوزن و نوار آن پرداخت مي شود؟,"خير پرداخت نمي شود
"
44,در صورتیکه نسخه الکترونیکی صادر شده باشد ،جهت بارگزاری مدارک جهت دریافت خسارت  در پرتال درمانت چگونه باید بارگزاری شود؟,.برای نسخ درمانی که به صورت الکترونیکی توسط پزشک صادر گردیده  ،بیمه گزاران می توانند با مراجعه به سایت بیمه ی پایه ی خود (قسمت خدمات الکترونیک) نسخه را دریافت کرده و با گرفتن  اسکرین شات گرفته و در پرتال بارگزاری نمایند. در صورتیکه شخص نتواند نسخه ی الکترونیک خود را دریافت کند ،فاکتور پرداختی که در آن حق بیمه ی پایه کسر شده باشد کفایت می کند.
45,موارد استثنای بیمه درمان تکمیلی انفرادی و خانواده چیست ؟,در طرح های  انفرادی  و خانواده عینک و لنز طبی ،عمل تعویض مفصل زانو،عمل اسلیو معده و یا بای پس معده،غربالگری و تشخیص ناهنجاری جنین(فقط در طرح عقیق وجود ندارد) ایمپلنت، ارتودنسی و دندان مصنوعی تحت پوشش نیستند.
46," ليزيک، لازک و قوز قرنيه در بيمه درمان انفرادي پرداخت مي شود؟
",بله با این شرایط که قبل از صدور بیمه نامه در فرم سلامت ذکر نموده باشند و نمره هر چشم 3 به بالا باشد بعد از گذراندن 3 ماه دوره انتظار قابل پرداخت است . قوز قرنیه نیز بعد از گذراندن دوره انتظار از سقف بیمارستانی قابل پرداخت است. 
47,بیمه تکمیلی افرادی که در استعلام خسارت درمانت ،بیمه گزار صندوق برنا نوآور امین رویت می شود ،پیگیری خسارت با کدام واحد است؟,بیمه نامه ی اشخاصی که  از طریق برنا نوآور امین و درمانت بیمه تکمیلی صادر شده است ،پیگیری خسارت مربوط به درمانت می باشد.
,در صورتیکه شخص اعتراضی به مبلغ پرداختی دارد چه اقدامی میتواند انجام دهد؟,شخص نامه روی پرونده عودتی میگذارد مجدد میفرستد و کارشناس مجدد بررسی میکند.
48, درچه صورت خسارت به پرسنل شرکت هايي که قراردادبيمه تکميلي دارند پرداخت نخواهدشد؟,درصورت عدم پرداخت و بدهي شرکت هايي که قرارداد بيمه تکميلي دارند (بدهي معوق حق بيمه درمان تکميلي) ارائه خدمات به شرکت  متوقف مي گردد.
زمان پرداخت خسارت /دریافت اصل مدارک,,
1, زمان پرداخت خسارات ارسالي چند روز مي باشد؟,هزينه هاي پاراکيلينيکي نهایتا 30 روز و هزینه های بیمارستانی 45 الی 60 روز می باشد.
2, چه زماني براي دريافت پرونده بيمارستاني (براي بيمه شدگاني که با دريافت  معرفينامه بستري شده اند)جهت ارائه به بيمه گر پايه به بيمه سامان مراجعه شود؟,برای هماهنگی می توانند با واحد پیگیری خسارت (درمانت یا sos) تماس حاصل فرمایند.
 تحویل مدارک خسارت ,,
1,آیا امکان ارسال مدارک خسارتی بیمه درمان افرادی فقط به صورت غیر حضوری امکان پذیر میباشد؟,حتی اگر در پورتال ثبت نمایند هم اصل مدارک باید به دست درمانت برسد امکان ارسال از طریق اداره پست، پیک هم وجود دارد.اما اینکه فقط الکترونیکی ثبت شود خیر .
2,مدارک خسارت درماني اول به بيمه گر پايه تحويل شود يا بيمه تکميلي؟,در صورت استفاده از معرفينامه شرکت بيمه تکميلي سهم خود را از ابتدا مشخص مي نمايد و بيمه شده مي تواند بعد از پرداخت هزينه درمان توسط شرکت بيمه تکميلي، اصل پرونده را جهت ارائه به بيمه گر پايه از بيمه گر تکميلي دريافت کند.در صورت مراجعه به مرکز درماني که طرف قرارداد هيچکدام از بيمه هاي فرد نيست(نه بيمه پايه نه تکميلي)، بيمه شده بايد پرونده را ابتدا به شرکت بيمه پايه تحويل داده و پس از مشخص شدن مبلغ پرداختي از شرکت بيمه پايه، بايد علاوه بر مدارک درماني گواهي مبلغ داربه شرکت بيمه تکميلي خود جهت پرداخت خسارت تحويل دهد.درصورتيکه بيمه شده به جايي مراجعه کند که طرف قرارداد بيمه پايه باشد، سهم بيمه پايه همانجا محاسبه شده و از صورتحساب کسر مي شود و براي استفاده از بيمه تکميلي مدارک را بايد تحويل شرکت بيمه تکميلي خود دهد
3,مدارک خسارت درماني(گروهي) به کجا تحويل شود؟,بیمه گزارانی که واحد خسارتشان SOS می باشد میبایست مدارک را به نماینده ی بیمه حاضر در محل کار خود تحویل دهند،بیمه گزارانی که درمانت واحد خسارتشان است در صورتیکه در محل کار خود نماینده ی بیمه وجود ندارد به درمانت تحویل دهند.
4,بیمه خدمات درمانی مدارک بیمارستانی را کپی برابر اصل نمیکند و فقط کپی مدارک را جهت ارائه به بیمه تکمیلی ارائه میکند، کپی مدارک بیمارستانی برای خسارت این دسته مورد تایید میباشد؟,بله در صورتیکه گواهی مبلغ داشته باشند.
5,مدارک خسارت درمانی اول به بیمه گر پایه تحویل شود یا بیمه تکمیلی؟,"الف) در صورت استفاده از معرفینامه شرکت بیمه تکمیلی سهم خود را از ابتدا مشخص می نماید و بیمه شده می تواند بعد از پرداخت هزینه درمان توسط شرکت بیمه تکمیلی، اصل پرونده را جهت ارائه به بیمه گر پایه از بیمه گر تکمیلی دریافت کند.
ب) در صورت مراجعه به مرکز درمانی که طرف قرارداد هیچکدام از بیمه های فرد نیست(نه بیمه پایه نه تکمیلی)، بیمه شده باید پرونده را ابتدا به شرکت بیمه پایه تحویل داده و پس از مشخص شدن مبلغ پرداختی از شرکت بیمه پایه، باید علاوه بر مدارک درمانی گواهی مبلغ دار،به شرکت بیمه تکمیلی خود جهت پرداخت خسارت تحویل دهد.
پ) درصورتیکه بیمه شده به جایی مراجعه کند که طرف قرارداد بیمه پایه باشد، سهم بیمه پایه همانجا محاسبه شده و از صورتحساب کسر می شود و برای استفاده از بیمه تکمیلی مدارک را باید تحویل شرکت بیمه تکمیلی خود دهد."
6,مدارک خسارت درماني(انفرادي-دارندگان دستگاه پز سامان) به کجا تحويل شود؟,تحويل اصل مدارک به شرکت درمانت يا نزديکترين شعب مرکزی شهرستان ها.
7,در صورت استفاده از بیمه پایه به بیمه شده ها اعلام میشود بعد از عمل به سرعت مدارک را به بیمه پایه تحویل دهند تا مدت زمان تحویل مدارک به بیمه تکمیلی درحد امکان بیش از 4 ماه نگردد، با توجه به اینکه گاهی حتی بیمارستان دیر مدارک را تحویل بیمه شده میدهد بیمه شده تا چه مدتی بعد از عمل زمان دارد مدارک را تحویل بیمه پایه دهد تا بیمه تکمیلی ایراد نگیرد؟,بلافاصله بعد از اینکه مدارک را تحویل گرفتند باید به پیگیری خسارت تحویل بدهند (زمانی که بیمه پایه تسویه میکند رسیدی ممهور ارائه میدهد که روی آن تاریخ تسویه هست که نشاندهنده این است که مدارک در این مدت نزد بیمه پایه بوده است.)
8,گفته شد برای اعلام خسارت 4 ماه مهلت می باشد در صورتیکه بیمه تمام شود هم این مدت اعتبار دارد ؟,بله اعلام خسارت تا 4 ماه انجام می شود و ربطی به پایان پوشش و یا عدم تمدید بیمه نامه ندارد.
9, اگر بیمه گزاری مدارک را قبل 4 ماه در سایت members.darmanet.ir ثبت کند اما تا زمانی که تایید و بررسی گردد بیشتر از چهار ماه بگذرد این مبلغ هزینه قابل پرداخت میباشد یا خیر؟,مشکلی نیست تاریخ ثبت اولیه مهم است.
10,برای دریافت اصل مدارک جهت تحویل به بیمه پایه چه اقدامی لازم است انجام شود؟,اگر واحد خسارت درمانت میباشد با داخلی 2 درمانت تماس بگیرندکه امکان دریافت اصل مدارک وجود دارد یا خیر، اما اگر واحد خسارت SOSمیباشد با همکاران بایگانی  این مورد پیگیری شود.
علل عدم پرداخت ,,
1,علت عدم پرداخت خسارت درمان چه مي تواند باشد؟,"عدم ثبت شماره شبا،خسارت در مرحله کارشناسی باشد، بعلت نقص مدارک پرونده عودت شده باشد،عدم پرداخت بموقع حق بیمه،عدم رعایت حسن نیت در زمان تکمیل فرم سلامت،تحت پوشش نبودن هزینه ارسالی،تکمیل سقف پوشش هزینه مورد نظر

"
معرفینامه,,
1,آیا  می توان برای یک مرکز درمانی معرفی نامه های متعدد گرفت ؟,بله مثلا برای بستری و پاراکلینیکی یک بیمارستان امکان پذیر می باشد.
2,آیا می توان برای دارو معرفی نامه گرفت ؟,در انفرادی و خانواده و طرح های گروهی که واحد خسارت درمانت باشد خیر ،اگر sos باشد بله 
3,براي صدور معرفينامه انفرادی،خانواده و یا گروهی-درمانت چه مدارکي لازم است؟,در حال حاضر روند صدور معرفی نامه بصورت غیر حضوری هست یا خود مرکز درمانی با کد ملی دسترسی صدور معرفی نامه را دارند یا بیمه شده در پورتال خود نسخه پزشک را بارگذاری کرده و اطلاعات دیگری از قبیل انتخاب مرکز درمانی را وارد کرده و درخواست معرفی نامه خود را ثبت می نماید و یا تماس با  تماس با درمانت و داخلی 1 برای موارد اورژانس
4,براي صدور معرفينامه گروهي-SOS به کجا مراجعه کرد؟,"دریافت معرفینامه آنلاین از طریق وبسایت کمک رسان ایران
www.iranassistance.com و یا تماس با شماره های 88648601-88648421 
مراجعه حضوری به مراکز درمانی طرف قراردادی که امکان دریافت معرفینامه آنلاین از طریق کد ملی بیمه شدگان را دارند."
5,مدت اعتبار معرفینامه (گروهی-انفرادی) چند روز می باشد؟,"اعتبار معرفینامه ها 10 روز می باشد.
"
6,صدور معرفینامه در بیمارستان های طرف قرارداد بابت چه مواردی صادر می شود؟,"فقط در صورتیکه بجهت بستری بیمه گزار باشد معرفینامه صادر می شود ،بابت ویزیت پزشک و موارد اورژانسی صادر نمی گردد(البته که بستگی به قرارداد بیمارستان مورد نظر نیز دارد بهتر است شخص با پذیرش بیمارستان تماس گرفته و استعلام گیرد)-اگر بیمه شده قصد انجام موارد پاراکلینیکی در بیمارستان های طرف قرارداد درمانت را دارد در سایت درمانت نوع مراکز درمانی را ""پاراکلینیک"" جستجو نماید. "
7,آیا در بیمه تکمیلی انفرادی و خانواده درمانت برای روزی که بیمه نامه پایان پوشش می خورد معرفینامه صادر می کند؟دریافت خسارت چگونه است؟,خیر-معرفینامه تا ساعت 24 شب قبل از تاریخ پایان پوشش صادر می گردد.-برای دریافت خسارت نیز تا یک روز قبل از تاریخ پایان پوشش بیمه نامه قابل استفاده می باشد
8,آیا درمانت بابت خرید سمعک معرفینامه صادر می نماید؟,خیر،برای تهیه سمک معرفینامه صادر نمی شود،بیمه شده می بایست هزینه را پرداخت کرده  و مدارک را تحویل درمانت دهد.
9,برای صدور معرفینامه ای که نسخه ی پزشک به صورت آنلاین صادر شده است شخص بیمه شده در پرتال درمانت چگونه عمل کند؟,جهت دریافت معرفینامه برای نسخ درمانی که به صورت الکترونیکی توسط پزشک صادر گردیده  ،بیمه گزاران می توانند با مراجعه به سایت بیمه ی پایه ی خود (قسمت خدمات الکترونیک) نسخه را دریافت کرده و با گرفتن  اسکرین شات از نسخه ی صادر شده جهت مورد اعلامی استفاده نمایند.
مراکز طرف قرارداد ,,
1,مراکز درماني طرف قرارداد با بيمه سامان از کجا قابل رویت هست ؟,           sos : از طریق سایت www.iranassistance.com میتوانند مراکز را مشاهده فرمایند.  برای افرادی که واحد پیگیری خسارت شان درمانت هست از طریق سایت darmanet.com مراکز طرف قرارداد قابل مشاهده هست .
عدم اظهار بیماری /عدم حسن نیت,,
1,درصورت عدم اظهار بيماري يا مشکل بيمه گزار در فرم سلامت چه برخوردي خواهدشد؟, طبق قانون اصل حسن نیت اگر بيمه گزار عمدا از اظهار مطلبي خود داري نمايد و يا بر خلاف واقع اظهاري نمايد ،خسارتی به ایشان پرداخت .نمی گرددو بيمه نامه فسخ خواهد شد.
صدور بیمه نامه مسافرتی,,
1,چگونه میتوان بیمه نامه مسافرتی را تهیه نمود؟, به صورت خرید حضوری از شعبه مرکزی گردشگری ، آنلاین از سایت بیمه سامان،آژانس های مسافرتی،نمایندگان بیمه سامان 
2,کسی که گرین کارت دارد بیمه مسافرتی میشود؟,طبق قانون 92 روزه می توانند فقط 3 ماه بیمه پیوسته داشته باشند. در صورتیکه شخص در کنار اقامت امتیاز استفاده از بیمه درمان آن کشور را داشته باشد در نهایت از یک بیمه(بیمه مسافرتی سامان و یا بیمه ی محلی آن کشور) می تواند استفاده نماید.
3,مدت اعتبار بیمه نامه های مسافرتی به چه صورت است؟,                                                                                 برای بیمه نامه های کمتر از 6 ماه ، از تاریخ صدور تا 6 ماه                                                                                                   و برای بیمه نامه های 6 ماهه و یک ساله از تاریخ صدور تا 1 سال معتبر و قابل استفاده است.
4,چگونه می توان اعتبار بیمه نامه مسافرتی را کنترل نمود؟,تماس با شماره 8943 داخلی 2 جهت استعلام اعتبار بیمه نامه-از طریق سایت travis.ir و یا بااستفاده از QR روی بیمه نامه های جدید امکان پذیر می باشد.
5,آیا طرحی وجود دارد که بتوان بصورت 6 ماه یا یک سال متوالی برای مسافرت از آن استفاده نمود؟,بله، طرح بیمه دانشجویی امکان اقامت در کشور مقصد را بیش از 3 ماه متوالی به خریدار می دهد نوع ویزای شخص حتما باید دانشجویی و تحصیلی باشد.
6,اگر شخصی بخواهد بیماری های از قبل موجود هم جز پوشش های بیمه ایشان باشد چه اقدامی انجام دهد؟,جهت خرید طرح با پوشش بیماری های از قبل موجود(طرح 70000یورو )ارایه می گردد، و این طرح فقط شامل موارد اورژانسی بیماری های از قبل موجود می باشد ،اگر نیاز باشد شخص جراحی یا درمان خاصی داشته باشد تحت پوشش نیست-  جهت خرید می توانند مستقیما از شعبه گردشگری و یا سایت های https://samaninsurer.com/و https://www.sam24.irاقدام نمایند. 
7, بیمه های مسافرتی سامان در همه کشورها مورد پذیرش است؟,تنها کشوری که بیمه مسافرتی سامان را قبول ندارد دانمارک است ،برخی کشورها ممکن است برای ویزای دانشجویی اعلام کنند که بیمه از همان کشور مقصد تهیه شود،شخص می بایست از سفارتخانه استعلام بگیرد که مورد قبولشان هست یا خیر.
8,خرید بیمه مسافرتی برای کشور دانمارک به چه صورت است؟,سفارت دانمارک همچنان بیمه مسافرتی سامان را قبول نمی کند،اما اگر شخصی قصد ارایه بیمه نامه  به سفارت را نداشته باشد ،می تواند خرید نماید اما به این نکته توجه کند که تحت هیچ شرایطی بیمه نامه  ابطال نمی گردد.
9,آیا بیمه مسافرتی تمدید می شود؟,بیمه مسافرتی تمدیدی ندارد و حتی برای شخصی هم که خارج از کشور است بیمه جدیدی صادر نمی شود.
10,برای اتباع بیمه نامه صادر می شود؟,بله
11,برای افرادی که از خارج از کشور سفر به ایران دارند بیمه نامه مسافرتی صادر می شود؟,بله بیمه مسافرتی با عنوان بیمه مسافران ورودی صادر می شود-جهت خرید این بیمه نامه از طریق شعبه گردشگری و یا به سایت sam24.ir میتوانند مراجعه نمایند.
12,شخصی که پاسپورتی بجز پاسپورت ایرانی دارد حین خرید کدام شماره پاسپورت را باید ثبت کند؟,شماره ی پاسپورتی باید در بیمه نامه ثبت شود که در آن پاسپورت مهر خروج و  با آن پاسپورت وارد کشور مقصد میشود.
13,برای شخصی که تابعیت ایرانی ندارد بیمه مسافرتی اینکامینگ صادر میشود؟,بله
14,آیا بیمه ی دانشجویی برای دانش آموز هم صادر میشود؟,بله
15,گر حوزه (zone) در بیمه نامه -شنگن- خورده باشد اما طرح خریداری شده world wide-(تمام نقاط دنیا)-باشد شخص در هر کشوری باشد تحت پوشش بیمه میباشد؟,با توجه به اینکه اگر شخص در سفر به خسارت بخورد و zone با مقصدی که سفر داشته اند یکی نباشد  سیستم واحد خسارت به مشکل میخورد،می بایست که zone متناسب با آن مقصد باشد ،بنابراین نمی توانند از بیمه نامه ای که zone آن شنگن می باشد برای مقصد دیگری استفاده کنند.
16,بیمه نامه ی های مسافرتی سامان برای سفرهای زمینی هم قابل استفاده است؟,بله
17,بیمه نامه هایی که توسط ویزامتریک صادر میشود هزینه ای تحت عنوان حق وقتدهی سفارت از اشخاص دریافت میشود آیا این هزینه ارتباطی به بیمه سامان دارد؟,خیر -این هزینه مربوط به سفارتخانه است و ارتباطی به بیمه سامان ندارد.
18,در صورتیکه شخص دو تا بیمه مسافرتی خریداری کند زمانیکه از ایران خارج می شود کدام بیمه نامه جاری می شود؟,هر دو بیمه نامه جاری می شود.
19,اگر حین صدور بیمه مسافرتی کد ملی شخص اشتباه درج شده باشد مشکلی دارد؟,در بیمه نامه کد ملی درج نمی شود ،اما اگر این شخص در سفر خسارتی برایش پیش بیاید واحد خسارت جهت پرداخت ارور فرمت کد ملی را رویت می کند و پروسه پرداخت خسارت طولانی  می شود ،می توانند با واحد صدور خود در ارتباط باشند بیمه نامه را ابطال و مجددا با کد ملی صحیح خرید نمایند.
20,اگر در سامانه ی نویان در ستون  خطای کد سنهاب خطای کد ملی معتبر نمی باشد و یا دربیمه نامه کد سنهاب عدد 0 رویت شود بیمه نامه صادر شده است؟,"در صورتیکه در ستون ""وضعیت"" بیمه نامه را ""فعال"" مشاهده نمودید بیمه نامه صادر شده و موردی ندارد ،این خطا بعلت مشکل سیستمی بوده است"
21,در صورتیکه شخص برای دریافت ویزا از طریق کشور دیگری اقدام نماید به چه صورتی میتواند بیمه مسافرتی سامان را تهیه کنند؟,در اینصورت مسافر هم می تواند 1 بیمه نامه با مدت زمان جمع هر دو سفر(بدین معنی که از زمان اولین خروج از ایران تا زمانیکه سفرهای  ایشان انجام می شود  و از کشور ثانویه باز میگردد) بصورت مولتی تهیه نماید و یا 2 بیمه نامه جداگانه برای مقاصد مختلف تهیه نماید و با ارسال نامه کتبی به همکاران شعبه گردشگری درخواست نماید که بیمه نامه دوم برای خروج دوم ایشان فعال گردد.
22,"agency code 
رویت شده در بیمه نامه واحد صدور است یا
agency code 
که در کنترل اعتبار تراویس رویت می شود؟","در بیمه های مسافرتی agency code  درج شده در بیمه نامه مربوط به کد نمایندگی می باشد
 و agency code درج شده در صفحه کنترل اعتبار سامانه ی تراویس ،کد آژانس تعریف شده 
در سیستم نماینده می باشد ،لذا agency code درج شده در بیمه نامه
 بعنوان واحد صدور تلقی می گردد."
23,آیا بیمه دانشجویی محدودیت سنی دارد؟ اساتید می توانند تهیه کنند؟,بیمه مسافرتی دانشجویی محدودیت سنی دارد و برای بازه سنی 13 تا 65 سال قابلیت صدور دارد، اساتیدی که ریسرچ دریافت  می کنند نیز می توانند خریداری نمایند.
24,آیا مشکل ثبت یا ویرایش تاریخ تولد،محل تولد،ایمیل و تلفن همراه حین خرید بیمه مسافرتی از طریق سامان دایرکت برطرف شده است؟,بله-برطرف شده است و شخص می تواند خودش این موارد را ثبت و یا ویرایش نماید.(*دقت داشته باشید این حالت فقط برای حین خرید می باشد که قبلا شخص امکان ثبت و یا ویرایش را نداشته و کادر مربوطه قرمز رنگ می شد و اجازه تایپ به ایشان داده نمی شد.)-*نکته*اگر شخص حین خرید از سامان دایرکت همچنان این مشکل را داشت حتما با ایشان چک شود که اضافه کردن مسافر را نزده باشند ،و مجددا به صفحه ی اصلی رفته و اقدام به خرید نمایند.
